"WISKI_STATION_NO","WISKI_EQUIS_ID","WU_SYS_ID","WID","EQUIS_STATION_ID"
W80023002,,59342420,"09030009-503",S004-289
W71033002,,59341413,"09020314-503",S004-292
W80014001,S004-293,59342422,"09030009-505",S004-293
W80017005,,59342421,"09030009-504",S004-296
W71022001,,59341411,"09020314-501",S004-297
W71038002,,59341418,"09020314-508",S004-298
W03025001,,59328067,"04010201-544",S004-321
H58033002,S000-174,59340161,"09020106-501",S004-342
H36022001,S006-130,59334964,"07030004-549",S003-896
W36020001,,59334964,"07030004-549",S003-896
W43098001,,59337775,"07040008-717",S002-692
W02032006,,59327660,"04010102-698",S000-255
W01061002,,59326968,"04010101-856",S004-445
H39091001,S003-487,59335981,"07040002-542",S004-450
H41046001,S004-452,59337283,"07040004-542",S004-452
W41046002,,59337283,"07040004-542",S004-452
H03001003,S001-169,59328271,"04010201-512",S004-667
H24053001,S003-079,59332885,"07020003-506",S004-550
W24040002,S003-701,59332894,"07020003-515",S004-556
H18017001,,59331939,"07010204-604",S004-558
W03013003,,59328085,"04010201-562",S004-594
W03175003,,59328152,"04010201-629",S004-596
E65038001,S004-493,59340713,"09020304-511",S004-493
W03164004,,59328064,"04010201-541",S004-597
W23007004,S004-580,59333095,"07020002-501",S004-571
W23007003,S000-195,59333095,"07020002-501",S004-593
W27036002,,59333875,"07020006-521",S004-604
E20115002,,62514670,"07010206-801",S002-775
W71049003,S002-105,59341415,"09020314-505",S004-135
W71054001,S004-135,59341415,"09020314-505",S004-135
W68006003,,72729024,"09020309-537",S004-142
H39103006,,59335985,"07040002-546",S004-138
W02025014,,59327472,"04010102-503",S003-989
W02015006,,59327523,"04010102-554",S003-979
W02016014,,59327482,"04010102-513",S003-991
W77028001,,59342579,"09030006-611",S004-002
W28022004,,72896042,"07020007-689",S001-408
H14005004,,59331060,"07010108-520",S001-410
H41049001,S003-802,59337248,"07040004-507",S001-611
E28057001,S001-377,72847915,"07020007-677",S001-377
W28057003,S004-609,72847915,"07020007-677",S001-377
W43034002,,59337866,"07040008-511",S001-393
E29001001,S001-918,59333826,"07020008-501",S001-395
W29001001,S001-918,59333826,"07020008-501",S001-395
H10065002,S001-996,59330660,"07010104-502",S001-991
E25047002,,77438738,"07020004-769",S002-155
H56008001,S002-159,59339800,"09020103-546",S002-160
H56085001,S002-163,59339797,"09020103-543",S002-163
H10065001,,59330660,"07010104-502",S001-996
W19049003,S000-352,59332385,"07010205-510",S001-844
E19024001,S002-015,68420604,"07010205-658",S002-049
W15017003,S016-002,59331503,"07010201-532",S002-054
W24013001,,59332888,"07020003-509",S002-066
W65013001,S003-945,59340703,"09020304-501",S002-079
W66008002,S001-908,59340781,"09020305-517",S001-907
W69051003,,77120998,"09020311-563",S002-100
W71054001,S004-135,59341415,"09020314-505",S002-106
H41071001,S004-513,73617335,"07040004-993",S002-115
W20110002,,59332190,"07010206-506",S001-946
H40009001,S001-532,59336224,"07040003-533",S001-952
E66020002,S001-461,76801405,"09020305-649",S002-119
E58040001,S002-708,59340161,"09020106-501",S002-125
W58040003,S002-708,59340161,"09020106-501",S002-125
W66008001,,76801414,"09020305-653",S001-911
H36072008,S004-527,59334961,"07030004-546",S004-398
W20064002,,59332215,"07010206-530",S004-620
H16036002,S014-892,59331335,"07010202-503",S004-625
H16035003,S004-625,59331335,"07010202-503",S004-625
W16035004,,59331335,"07010202-503",S004-625
E16058004,,59331332,"07010202-501",S004-621
H16012001,S000-360,59331332,"07010202-501",S004-621
E43054001,S004-842,59337883,"07040008-528",S004-842
W43054002,S004-842,59337883,"07040008-528",S004-842
W43016002,S004-824,59337876,"07040008-521",S004-850
W29074001,,59334156,"07020008-518",S004-879
H57037001,S005-322,77120647,"09020104-550",S004-880
W17021002,,59332033,"07010203-639",S003-766
W38034005,,60170390,"07040001-707",S002-422
H38034006,,60170390,"07040001-707",S002-422
W38036001,,60170387,"07040001-706",S003-349
W12030015,,59330863,"07010106-558",S004-788
W19024002,,68420604,"07010205-658",S004-753
W20056001,S000-025,74058644,"07010206-805",S005-049
W01015007,,59327441,"04010101-D31",S004-235
W01015012,,59327441,"04010101-D31",S004-235
W01015004,,59327441,"04010101-D31",S004-278
W01015009,,59327441,"04010101-D31",S004-855
W01015007,,59327441,"04010101-D31",S004-856
W01015003,,59327442,"04010101-D32",S003-903
W25035001,S004-690,59333394,"07020004-587",S004-690
H25047001,S000-405,77438738,"07020004-769",S004-698
H25047002,S006-138,77438738,"07020004-769",S004-698
H25047002,S006-138,77438738,"07020004-769",S004-699
W76081002,S014-565,77444805,"09030005-681",S004-812
W43058001,,59337908,"07040008-552",S004-709
W43058005,S006-305,59337908,"07040008-552",S004-709
W43058007,S006-307,59337908,"07040008-552",S004-709
W43058008,S003-388,59337908,"07040008-552",S004-709
W37062007,S001-974,59335479,"07030005-587",S004-726
W02033001,,59327518,"04010102-549",S004-731
W02033004,,59327518,"04010102-549",S004-731
W02036008,,59327518,"04010102-549",S004-731
H55030001,,77835402,"09020102-595",S004-741
W40011001,,59336246,"07040003-555",S004-802
W58005001,S011-041,59340485,"09020106-531",S005-062
W58005001,S011-041,59340485,"09020106-531",S005-059
E33143004,S000-MNR,59334631,"07020012-505",S005-069
W33143005,S005-069,59334631,"07020012-505",S005-069
H18051001,S001-502,59331920,"07010204-585",S005-330
H16002001,,59331335,"07010202-503",S005-302
H16035003,S004-625,59331335,"07010202-503",S005-302
H16035005,S004-625,59331335,"07010202-503",S005-302
H16002002,,59331335,"07010202-503",S005-304
H16035002,S003-522,59331335,"07010202-503",S005-304
H16035005,S004-625,59331335,"07010202-503",S005-304
E66078001,S009-389,59340782,"09020305-518",S005-320
W26099001,,59333598,"07020005-503",S005-268
W33119001,S005-129,59334631,"07020012-505",S005-281
W33146004,S006-102,59334631,"07020012-505",S005-281
W09058004,,76964952,"07010103-761",S005-420
E80028001,,59342421,"09030009-504",S005-678
W80017005,,59342421,"09030009-504",S005-678
W26089001,,59333614,"07020005-517",S005-968
W26092001,,59333614,"07020005-517",S005-968
W03112002,,59328795,"04010201-A28",S005-750
H49005002,,59339529,"07080202-534",S005-772
H13055001,S006-848,59331267,"07010107-502",S005-729
H26003001,S002-190,59333598,"07020005-503",S006-025
H36051001,,59334981,"07030004-566",S005-845
W36040001,,59334981,"07030004-566",S005-845
H09065001,S001-922,76964936,"07010103-754",S005-781
W26065001,,59333682,"07020005-584",S005-864
H20085001,S005-376,59332608,"07010206-606",S005-376
W15029007,S005-384,77132156,"07010201-653",S005-384
W15031003,S005-397,77132156,"07010201-653",S005-384
E33120001,,76716512,"07020012-809",S005-377
H29011001,S001-919,77297578,"07020008-599",S005-378
W41029001,,59337251,"07040004-510",S005-362
E10048001,,74051634,"07010104-657",S005-385
E21095001,,59332526,"07010207-503",S005-386
W70018002,,59341059,"09020312-501",S005-387
W23015003,S004-413,59332842,"07020002-556",S004-574
H23015001,S004-578,59332842,"07020002-556",S004-942
W23015003,S004-413,59332842,"07020002-556",S004-413
H23015001,S004-578,59332842,"07020002-556",S004-938
W23015003,S004-413,59332842,"07020002-556",S004-578
E10015001,S002-010,74051048,"07010104-655",S005-578
W03001014,S004-973,59328271,"04010201-512",S005-487
W02037001,,59327509,"04010102-540",S005-488
W02037018,,59327509,"04010102-540",S005-488
W18016005,,77299868,"07010204-762",S000-358
W37035001,S000-020,77282901,"07030005-783",S005-455
W02032003,,59327660,"04010102-698",S005-549
H58063001,S005-607,59340169,"09020106-509",S005-607
H51093001,S001-568,59339681,"07100001-602",S000-298
H51093001,S001-568,59339681,"07100001-602",S000-788
H51093001,S001-568,59339681,"07100001-602",S001-987
W05012001,,64387678,"04010301-757",S005-618
W28010001,,59333724,"07020007-587",S005-662
E60124001,S003-309,76793255,"09020108-662",S004-172
H36010001,S001-727,59335242,"07030004-508",S005-595
H38006002,S004-859,60171522,"07040001-708",S004-003
W40020001,,59336267,"07040003-576",S004-011
W37074002,,59335466,"07030005-574",S004-034
W65018001,,59340706,"09020304-504",S004-047
H38020004,,59335703,"07040001-517",S003-326
H38020002,,59335702,"07040001-516",S003-337
W15010001,S003-457,59331499,"07010201-528",S003-364
W66008002,S001-908,59340781,"09020305-517",S004-202
H10065003,S001-994,59330660,"07010104-502",S004-223
H18023001,,59331874,"07010204-539",S004-242
H18023003,,59331874,"07010204-539",S004-242
W43111002,,59337879,"07040008-524",S004-658
W43115001,,59337879,"07040008-524",S004-658
E20114001,,59332224,"07010206-539",S004-661
E40006002,,59336319,"07040003-627",S000-131
W39016003,,59335965,"07040002-526",S004-512
W02039002,,59327512,"04010102-543",S004-363
W02039010,,59327512,"04010102-543",S004-363
W02039033,,59327512,"04010102-543",S004-363
W02039001,,59327513,"04010102-544",S004-365
W37062004,,59335479,"07030005-587",S004-456
W37062007,S001-974,59335479,"07030005-587",S004-456
E20114001,,59332224,"07010206-539",S004-525
E28042001,,76595467,"07020007-723",S005-055
E40006002,,59336319,"07040003-627",S005-058
H39091001,S003-487,59335981,"07040002-542",S005-019
W03186003,,59328149,"04010201-626",S004-952
W02040009,,59327514,"04010102-545",S004-953
H02006002,,59327470,"04010102-501",S004-955
W02060002,,59327470,"04010102-501",S004-955
W02006008,,59327470,"04010102-501",S004-955
H02037005,S004-950,59327509,"04010102-540",S004-950
H38019004,,59335570,"07040001-664",S004-313
E12030003,,59330863,"07010106-558",S004-793
H12030003,,59330863,"07010106-558",S004-793
H12030009,,59330863,"07010106-558",S004-793
W12030010,,59330863,"07010106-558",S004-793
W38025008,,59335598,"07040001-692",S002-420
W38025009,,59335598,"07040001-692",S002-420
H38025003,S001-398,59335598,"07040001-692",S004-312
W43065001,,59337914,"07040008-558",S004-948
E58002001,,77126360,"09020106-610",S004-998
W58002003,S007-455,77126360,"09020106-610",S004-998
W21071002,S005-326,59332527,"07010207-504",S005-326
W38014001,S000-132,59335717,"07040001-531",S005-178
W24016001,,76960235,"07020003-586",S000-858
H38020001,S003-325,59335703,"07040001-517",S005-102
H56008001,S002-159,59339800,"09020103-546",S005-247
E04042001,,59328839,"04010202-501",S005-147
E56048001,,77131738,"09020103-768",S005-140
H56048002,S000-556,77131738,"09020103-768",S005-140
E33143004,S000-MNR,59334631,"07020012-505",S005-129
W33146004,S006-102,59334631,"07020012-505",S005-129
W15009003,S015-116,74052651,"07010201-631",S005-044
W12021003,,59331232,"07010106-681",S002-962
W23049002,S005-650,59333095,"07020002-501",S005-650
E26038002,,59333657,"07020005-559",S005-375
W02030002,,59327786,"04010102-824",S005-394
W02038016,,59327510,"04010102-541",S005-400
W20084001,S005-395,59332277,"07010206-592",S005-395
H79013002,,59342404,"09030008-536",S004-622
W43050002,,59337883,"07040008-528",S005-405
W23020001,,59332800,"07020002-514",S005-643
W02035009,S007-614,59327477,"04010102-508",S005-468
W02035013,S008-810,59327477,"04010102-508",S005-468
W02035015,,59327477,"04010102-508",S005-468
W02035020,,59327477,"04010102-508",S005-468
W41028001,S005-551,59337256,"07040004-515",S005-551
W41028003,,59337256,"07040004-515",S005-551
W59007002,S007-786,59340572,"09020107-503",S005-789
H18075001,,59332294,"07010204-667",S005-837
H18075001,,59332294,"07010204-667",S005-839
H23049001,,59333095,"07020002-501",S005-825
H23049001,,59333095,"07020002-501",S005-821
W23007002,,59333095,"07020002-501",S005-821
H26023001,S005-861,59333611,"07020005-515",S006-010
H26023002,S005-860,59333611,"07020005-515",S006-010
H26023001,S005-861,59333611,"07020005-515",S006-003
H26019001,,59333611,"07020005-515",S005-998
H26019002,,59333611,"07020005-515",S005-998
H26023001,S005-861,59333611,"07020005-515",S005-998
H26087002,,59333684,"07020005-586",S005-944
W26106001,S011-107,59333483,"07020005-694",S005-951
H07052001,S001-894,74021925,"07010101-753",S000-105
H07062002,S001-903,74021925,"07010101-753",S000-105
H07064001,S001-901,74021925,"07010101-753",S000-105
H07052001,S001-894,74021925,"07010101-753",S001-893
H07062001,S001-897,74021925,"07010101-753",S001-893
H07062002,S001-903,74021925,"07010101-753",S001-901
H16067001,S002-649,59331802,"07010202-667",S002-649
H18066001,S002-027,77299870,"07010204-764",S002-027
H18071002,S006-496,77299870,"07010204-764",S002-027
W02016004,,59327482,"04010102-513",S006-088
W02016012,,59327482,"04010102-513",S006-088
W25132001,,77440648,"07020004-784",S006-173
W46003001,,59339279,"07060002-515",S006-089
W56105001,S002-000,59339756,"09020103-502",S006-056
E18043001,,77299870,"07010204-764",S002-441
H18071002,S006-496,77299870,"07010204-764",S002-441
H21040002,S002-953,59332548,"07010207-525",S006-068
E20041001,S000-025,74058644,"07010206-805",S006-074
E62023001,,59340862,"09020302-522",S006-165
H23043001,,59332848,"07020002-562",S005-827
H16038001,S000-373,59331340,"07010202-507",S006-158
H32073001,S001-210,77120783,"07020011-642",S006-186
W32011001,S000-658,59334571,"07020011-620",S005-319
W32011002,S000-659,59334571,"07020011-620",S005-319
L73003700,,59331811,"07010202-676",S003-681
W23032001,,59332851,"07020002-565",S004-583
H41015001,S004-382,68390325,"07040004-973",S003-850
H12032001,,59330841,"07010106-536",S003-854
H21012001,,59332529,"07010207-506",S003-856
W03009009,,59328064,"04010201-541",S003-780
W24034001,S003-675,59332880,"07020003-501",S003-828
W40043001,,59336277,"07040003-586",S003-800
E57028001,S000-011,76957219,"09020104-544",S000-183
W48056002,,59339037,"07080201-503",S000-060
E55064001,,77362376,"09020102-583",S000-062
E20088001,,77108555,"07010206-814",S000-068
E09029001,,59330191,"07010103-583",S000-072
H67011001,,76958387,"09020306-524",S000-074
H25037001,S002-012,59333394,"07020004-587",S003-760
E07115001,S002-034,74022909,"07010101-754",S003-762
W17012004,,59331658,"07010203-515",S003-767
W02039011,,59327512,"04010102-543",S003-769
H20114002,S003-742,59332224,"07010206-539",S003-734
H14059001,,59331045,"07010108-505",S003-922
W14016001,S007-433,59331045,"07010108-505",S003-922
W14051001,S002-904,59331045,"07010108-505",S003-923
W56096001,S003-937,59340226,"09020103-611",S003-937
H01022001,S000-251,59326178,"04010101-502",S003-904
H16011008,,59331401,"07010202-567",S003-873
W17011004,S003-413,59331692,"07010203-549",S003-415
H16012001,S000-360,59331332,"07010202-501",S003-484
H32071001,S003-446,59334506,"07020011-556",S003-446
W36003001,,59335242,"07030004-508",S003-451
E70018001,,59341059,"09020312-501",S003-102
W58025003,,59340165,"09020106-505",S003-145
H58010001,S004-145,59553717,"09020106-594",S003-155
E39069002,S001-582,59335947,"07040002-509",S000-037
H28038002,S000-041,76595467,"07020007-723",S000-041
H52006001,,59339313,"07100002-501",S000-048
W51107001,,59339578,"07100001-501",S000-049
H10082001,,74051199,"07010104-656",S000-169
E33143004,S000-MNR,59334631,"07020012-505",S000-172
W58040002,S003-693,59340161,"09020106-501",S000-174
W43057001,,59337937,"07040008-581",S003-387
W43030001,,59337867,"07040008-512",S003-395
W43065002,,59337914,"07040008-558",S003-400
E03115001,,59328269,"04010201-511",S000-119
H37030001,S004-032,59335435,"07030005-543",S000-129
H51011001,S000-894,59339578,"07100001-501",S000-028
H07115001,S002-034,74022909,"07010101-754",S000-155
H07115003,,74022909,"07010101-754",S000-155
H51065001,S002-008,59339625,"07100001-546",S000-157
W25075002,S007-314,59333308,"07020004-502",S000-159
W19049003,S000-352,59332385,"07010205-510",S000-396
E07008001,,74028668,"07010101-756",S000-400
W82034002,S000-743,59343065,"10170203-501",S000-510
H19049002,,59332385,"07010205-510",S000-348
W56020001,,59339775,"09020103-521",S000-472
W56020001,,59339775,"09020103-521",S000-473
E66078001,S009-389,59340782,"09020305-518",S000-477
H10060001,S001-993,59330660,"07010104-502",S000-480
E16038001,,59331340,"07010202-507",S000-372
H26037001,S000-385,59333601,"07020005-506",S000-386
H16017001,S000-517,59331341,"07010202-508",S000-496
W16058002,S000-017,59331332,"07010202-501",S000-503
E16058004,,59331332,"07010202-501",S000-505
H31027003,,59334066,"07020010-510",S000-355
W16011003,S000-361,59331353,"07010202-520",S000-362
H16011001,S003-286,59331352,"07010202-519",S000-364
H16011001,S003-286,59331352,"07010202-519",S000-365
H16029001,S000-369,59331361,"07010202-527",S000-369
E33145001,S000-039,76610656,"07020012-800",S000-734
H28054001,S001-759,76595465,"07020007-722",S000-736
H40008001,,59336233,"07040003-542",S000-830
E40008001,,59336233,"07040003-542",S000-833
E40029001,,59336233,"07040003-542",S000-833
W40030002,,59336250,"07040003-559",S000-846
W76027001,,59341951,"09030005-502",S000-871
H18054001,S000-847,77299839,"07010204-749",S000-848
W18054003,,77299839,"07010204-749",S000-848
W18054004,S000-897,77299839,"07010204-749",S000-848
W18054004,S000-897,77299839,"07010204-749",S000-850
H51011001,S000-894,59339578,"07100001-501",S000-892
W51011002,S000-481,59339578,"07100001-501",S000-892
W38027007,,59335692,"07040001-507",S000-896
W26010001,S000-901,59333621,"07020005-523",S000-899
H03174003,,59328275,"04010201-516",S000-629
H32076001,S003-860,59334456,"07020011-507",S000-653
W73053002,S000-967,76964931,"09030002-648",S000-191
H17011001,,59331692,"07010203-549",S003-412
W17011004,S003-413,59331692,"07010203-549",S003-412
W17011004,S003-413,59331692,"07010203-549",S003-413
W02031007,,59327524,"04010102-555",S000-264
E38009001,,59335717,"07040001-531",S003-361
H09100002,S001-578,59330409,"07010103-512",S003-524
